,Synset,Hypernym
6356,género_Diphylla.n.01,mamíferos.n.01
6357,densitómetro.n.01,instrumento_de_medición.n.01
6358,asunto_completado.n.01,logro.n.01
6359,asunto_completado.n.01,realización.n.01
6360,hecho_consumado.n.01,logro.n.01
6361,hecho_consumado.n.01,realización.n.01
6362,llave_allen.n.01,llave.n.03
6363,espironolactona.n.01,antihipertensivo.n.01
6364,espironolactona.n.01,droga_antihipertensiva.n.01
6365,espironolactona.n.01,medicamento_antihipertensivo.n.01
6366,espironolactona.n.01,corticosteroide.n.01
6367,invocación.n.01,comunión.n.02
6368,invocación.n.01,oración.n.02
6369,invocación.n.01,petición.n.02
6370,súplica.n.01,comunión.n.02
6371,súplica.n.01,oración.n.02
6372,súplica.n.01,petición.n.02
6373,harakiri.n.01,suicidio.n.01
6374,coloquio.n.01,conferencia.n.03
6375,coloquio.n.01,congreso.n.03
6376,tertulia.n.01,conferencia.n.03
6377,tertulia.n.01,congreso.n.03
6378,hidrografía.n.01,oceanografía.n.01
6379,Sauropoda.n.01,animales.n.01
6380,suborden_Sauropoda.n.01,animales.n.01
6381,gyromitra.n.01,fungi.n.01
6382,gyromitra.n.01,hongo.n.01
6383,compromiso.n.02,conexión.n.01
6384,implicación.n.02,conexión.n.01
6385,participación.n.02,conexión.n.01
6386,agente_encubierto.n.03,éxito.n.01
6387,miopatía.n.01,patología.n.02
6388,embarcación_de_correo.n.01,barco.n.01
6389,embarcación_de_correo.n.01,bote.n.01
6390,embarcación_de_correo.n.01,embarcación.n.01
6391,paquebote.n.01,barco.n.01
6392,paquebote.n.01,bote.n.01
6393,paquebote.n.01,embarcación.n.01
6394,partidario.n.01,aficionado.n.01
6395,partidario.n.01,amiga.n.01
6396,partidario.n.01,amigo.n.01
6397,partidario.n.01,seguidor.n.01
6398,marginalia.n.01,nota.n.01
6399,almuerzo.n.01,comida.n.01
6400,colación.n.01,comida.n.01
6401,comida.n.01,comida.n.01
6402,merienda.n.01,comida.n.01
6403,refrigerio.n.01,comida.n.01
6404,tiffin.n.01,comida.n.01
6405,superviviente.n.02,alguien.n.01
6406,superviviente.n.02,alguno.n.01
6407,superviviente.n.02,alma.n.01
6408,superviviente.n.02,humano.n.01
6409,superviviente.n.02,individuo.n.01
6410,superviviente.n.02,mortal.n.01
6411,superviviente.n.02,persona.n.01
6412,superviviente.n.02,ser_humano.n.01
6413,pan_negro.n.02,pan.n.01
6414,favor.n.02,delantera.n.01
6415,favor.n.02,superioridad.n.01
6416,favor.n.02,ventaja.n.01
6417,zona.n.05,construcción.n.01
6418,zona.n.05,estructura.n.01
6419,área.n.05,construcción.n.01
6420,área.n.05,estructura.n.01
6421,hardtop.n.01,auto.n.01
6422,hardtop.n.01,automóvil.n.01
6423,hardtop.n.01,carro.n.01
6424,hardtop.n.01,coche.n.01
6425,hardtop.n.01,máquina.n.01
6426,hardtop.n.01,turismo.n.01
6427,hardtop.n.01,vehículo.n.01
6428,Pluvianus.n.01,aves.n.01
6429,género_Pluvianus.n.01,aves.n.01
6430,afterpiece.n.01,obra.n.06
6431,charla_íntima.n.01,charla.n.01
6432,padre.n.03,capellán.n.01
6433,padre.n.03,cura.n.01
6434,padre.n.03,sacerdote.n.01
6435,padre.n.03,título.n.06
6436,derris.n.01,arbusto.n.01
6437,derris.n.01,mata.n.01
6438,asistencia.n.02,maniobra.n.03
6439,sindicato.n.01,crimen_organizado.n.01
6440,túnica.n.02,capa.n.02
6441,túnica.n.02,manto.n.02
6442,túnica.n.02,mantón.n.02
6443,aria_corta.n.01,aria.n.01
6444,arietta.n.01,aria.n.01
6445,Ostracoda.n.01,clase.n.07
6446,subclasificación_Ostracoda.n.01,clase.n.07
6447,mastoiditis.n.01,inflamación.n.01
6448,minero.n.01,minero.n.01
6449,minero_del_carbón.n.01,minero.n.01
6450,V.n.04,carácter.n.02
6451,V.n.04,letra.n.02
6452,complicidad.n.01,culpa.n.01
6453,complicidad.n.01,culpabilidad.n.01
6454,secaplatos.n.01,trabajador.n.01
6455,encarcelamiento.n.01,castigo.n.01
6456,camarero_de_vinos.n.01,camarero.n.01
6457,maitre_de_vinos.n.01,camarero.n.01
6458,somelier.n.01,camarero.n.01
6459,sumiller.n.01,camarero.n.01
6460,chica.n.01,hembra_adulta.n.01
6461,chica.n.01,mujer.n.01
6462,joven.n.01,hembra_adulta.n.01
6463,joven.n.01,mujer.n.01
6464,jovencita.n.01,hembra_adulta.n.01
6465,jovencita.n.01,mujer.n.01
6466,muchacha.n.01,hembra_adulta.n.01
6467,muchacha.n.01,mujer.n.01
6468,mujercita.n.01,hembra_adulta.n.01
6469,mujercita.n.01,mujer.n.01
6470,niña.n.01,hembra_adulta.n.01
6471,niña.n.01,mujer.n.01
6472,señorita.n.01,hembra_adulta.n.01
6473,señorita.n.01,mujer.n.01
6474,cafetera_de_vacío.n.02,máquina_de_café.n.01
6475,molestia.n.01,irritación.n.01
6476,pinchazo.n.01,irritación.n.01
6477,mitad_del_semestre.n.01,examen.n.02
6478,mitad_del_semestre.n.01,test.n.02
6479,triclormetiazida.n.01,tiazida.n.01
6480,reorganización.n.01,arreglo.n.06
6481,vulpini.n.01,cánido.n.02
6482,broma.n.01,broma.n.01
6483,broma.n.01,chiste.n.01
6484,broma.n.01,gracia.n.01
6485,broma.n.01,ocurrencia.n.01
6486,buena_historia.n.01,broma.n.01
6487,buena_historia.n.01,chiste.n.01
6488,buena_historia.n.01,gracia.n.01
6489,buena_historia.n.01,ocurrencia.n.01
6490,chiste.n.01,broma.n.01
6491,chiste.n.01,chiste.n.01
6492,chiste.n.01,gracia.n.01
6493,chiste.n.01,ocurrencia.n.01
6494,comentario_divertido.n.01,broma.n.01
6495,comentario_divertido.n.01,chiste.n.01
6496,comentario_divertido.n.01,gracia.n.01
6497,comentario_divertido.n.01,ocurrencia.n.01
6498,benchmark.n.01,criterio.n.01
6499,benchmark.n.01,estándar.n.01
6500,benchmark.n.01,patrón.n.01
6501,benchmark.n.01,pauta.n.01
6502,benchmark.n.01,regla.n.01
6503,fosfatasa.n.01,enzima.n.01
6504,cuantificador.n.02,medición.n.01
6505,dirección.n.01,control_social.n.01
6506,gerente.n.01,control_social.n.01
6507,Leontocebus.n.01,mamíferos.n.01
6508,género_Leontideus.n.01,mamíferos.n.01
6509,género_Leontocebus.n.01,mamíferos.n.01
6510,copa.n.08,premio.n.02
6511,copa.n.08,trofeo.n.02
6512,propiedad.n.01,relación.n.01
6513,propiedad.n.01,vínculo.n.01
6514,Congreso.n.01,asamblea_legislativa.n.01
6515,Congreso.n.01,cuerpo_legislativo.n.01
6516,Congreso.n.01,legislador.n.01
6517,Congreso.n.01,poder_legislativo.n.01
6518,Congreso.n.01,órgano_legislador.n.01
6519,Congreso_de_EEUU.n.01,asamblea_legislativa.n.01
6520,Congreso_de_EEUU.n.01,cuerpo_legislativo.n.01
6521,Congreso_de_EEUU.n.01,legislador.n.01
6522,Congreso_de_EEUU.n.01,poder_legislativo.n.01
6523,Congreso_de_EEUU.n.01,órgano_legislador.n.01
6524,Congreso_de_Estados_Unidos.n.01,asamblea_legislativa.n.01
6525,Congreso_de_Estados_Unidos.n.01,cuerpo_legislativo.n.01
6526,Congreso_de_Estados_Unidos.n.01,legislador.n.01
6527,Congreso_de_Estados_Unidos.n.01,poder_legislativo.n.01
6528,Congreso_de_Estados_Unidos.n.01,órgano_legislador.n.01
6529,congreso.n.01,asamblea_legislativa.n.01
6530,congreso.n.01,cuerpo_legislativo.n.01
6531,congreso.n.01,legislador.n.01
6532,congreso.n.01,poder_legislativo.n.01
6533,congreso.n.01,órgano_legislador.n.01
6534,adicto_al_opio.n.01,drogadicto.n.01
6535,adicto_al_opio.n.01,junky.n.01
6536,adicto_al_opio.n.01,narcómano.n.01
6537,adicto_al_opio.n.01,toxicómano.n.01
6538,opiómano.n.01,drogadicto.n.01
6539,opiómano.n.01,junky.n.01
6540,opiómano.n.01,narcómano.n.01
6541,opiómano.n.01,toxicómano.n.01
6542,fibroadenoma.n.01,adenoma.n.01
6543,agente_solvatante.n.01,agente.n.03
6544,pico.n.07,herramienta_afiladora.n.01
6545,lámpara_de_alcohol.n.01,lámpara.n.01
6546,Aix.n.01,aves.n.01
6547,género_Aix.n.01,aves.n.01
6548,física.n.01,ciencias_naturales.n.01
6549,cálculo_erróneo.n.01,cuenta.n.02
6550,cálculo_erróneo.n.01,enumeración.n.02
6551,actividad_principal.n.01,profesión.n.01
6552,actividad_principal.n.01,vocación.n.01
6553,aerolínea.n.02,línea.n.23
6554,negocio_de_aerolínea.n.02,línea.n.23
6555,vía_aérea.n.02,línea.n.23
6556,primavera.n.01,estación.n.02
6557,Anasa.n.01,artrópodos.n.01
6558,género_Anasa.n.01,artrópodos.n.01
6559,vena_espinal.n.01,vena.n.01
6560,Platypoecilus.n.01,peces.n.01
6561,género_Platypoecilus.n.01,peces.n.01
6562,cruce.n.01,reproducción.n.05
6563,toxicomanía.n.01,dependencia.n.01
6564,unidad_monetaria_bangladesí.n.01,unidad_monetaria.n.01
6565,gas.n.02,fluido.n.02
6566,prednisolona.n.01,antiinflamatorio.n.01
6567,New_Look.n.01,estilo.n.01
6568,New_Look.n.01,tendencia.n.01
6569,cincuenta.n.01,billete.n.03
6570,antivirus.n.01,programa.n.07
6571,asimilación.n.01,relación.n.03
6572,asimilación.n.01,trato.n.03
6573,artiligios.n.01,gadget.n.01
6574,artiligios.n.01,ingenio.n.01
6575,artilugios.n.01,gadget.n.01
6576,artilugios.n.01,ingenio.n.01
6577,cachivaches.n.01,gadget.n.01
6578,cachivaches.n.01,ingenio.n.01
6579,chismes.n.01,gadget.n.01
6580,chismes.n.01,ingenio.n.01
6581,Balistidae.n.01,peces.n.01
6582,familia_Balistidae.n.01,peces.n.01
6583,virginidad.n.01,circunstancias.n.01
6584,virginidad.n.01,condición.n.01
6585,virginidad.n.01,situación.n.01
6586,Malus_pumila.n.02,manzano.n.01
6587,manzano.n.02,manzano.n.01
6588,prensa_de_rodillos.n.01,imprenta.n.03
6589,prensa_rotativa.n.01,imprenta.n.03
6590,Thylacinus.n.01,mamíferos.n.01
6591,género_Thylacinus.n.01,mamíferos.n.01
6592,taoísmo.n.02,fe.n.02
6593,taoísmo.n.02,iglesia.n.02
6594,taoísmo.n.02,organización_religiosa.n.02
6595,taoísmo.n.02,religión.n.02
6596,cultura.n.02,apreciación.n.03
6597,cultura.n.02,gusto.n.03
6598,responsabilidad.n.01,responsabilidad.n.03
6599,coral.n.03,hueva.n.01
6600,cochera.n.01,estación.n.01
6601,estación_de_trenes.n.01,estación.n.01
6602,terminal.n.01,estación.n.01
6603,bailarín_profesional.n.01,bailarín.n.01
6604,bailarín_profesional.n.01,bailarín_profesional.n.01
6605,bailarín_profesional.n.01,terpsícore.n.01
6606,combinación.n.06,operación.n.01
6607,combinación.n.06,operación_matemática.n.01
6608,combinación.n.06,proceso_matemático.n.01
6609,castigo.n.01,control_social.n.01
6610,formación.n.02,elaboración.n.03
6611,formación.n.02,manufacturación.n.03
6612,amistad.n.03,alguien.n.01
6613,amistad.n.03,alguno.n.01
6614,amistad.n.03,alma.n.01
6615,amistad.n.03,humano.n.01
6616,amistad.n.03,individuo.n.01
6617,amistad.n.03,mortal.n.01
6618,amistad.n.03,persona.n.01
6619,amistad.n.03,ser_humano.n.01
6620,J.n.02,carácter.n.02
6621,J.n.02,letra.n.02
6622,miseria.n.01,pobreza.n.01
6623,necesidad.n.01,pobreza.n.01
6624,tesis.n.01,premisa.n.01
6625,tesis.n.01,supuesto.n.01
6626,ciberguerra.n.01,terrorismo.n.01
6627,terrorismo_cibernético.n.01,terrorismo.n.01
6628,comunidad_de_propietarios.n.01,casa.n.01
6629,comunidad_de_propietarios.n.01,domicilio.n.01
6630,comunidad_de_propietarios.n.01,habitáculo.n.01
6631,comunidad_de_propietarios.n.01,morada.n.01
6632,comunidad_de_propietarios.n.01,piso.n.01
6633,comunidad_de_propietarios.n.01,residencia.n.01
6634,comunidad_de_propietarios.n.01,vivienda.n.01
6635,número.n.02,cantidad_definida.n.01
6636,campaña.n.02,aventura.n.01
6637,movimiento.n.02,aventura.n.01
6638,tricentenario.n.01,aniversario.n.01
6639,Adenota.n.01,mamíferos.n.01
6640,género_Adenota.n.01,mamíferos.n.01
6641,tesoro.n.04,acumulación.n.01
6642,tesoro.n.04,colección.n.01
6643,tesoro.n.04,conjunto.n.01
6644,tesoro.n.04,cúmulo.n.01
6645,tesoro.n.04,hatajo.n.01
6646,tesoro.n.04,hato.n.01
6647,escudero.n.03,ajudant.n.01
6648,escudero.n.03,asistente.n.01
6649,escudero.n.03,ayudante.n.01
6650,escudero.n.03,camarero.n.01
6651,escudero.n.03,encargado.n.01
6652,escudero.n.03,sirviente.n.01
6653,nabab.n.01,gobernador.n.01
6654,nawab.n.01,gobernador.n.01
6655,galantina.n.01,plato.n.02
6656,nobleza.n.03,distinción.n.01
6657,nobleza.n.03,lugar.n.01
6658,nobleza.n.03,posición.n.01
6659,nobleza.n.03,prestigio.n.01
6660,traje.n.01,vestido.n.01
6661,cartilla.n.02,texto_elemental.n.01
6662,tinta_de_anilina.n.01,tinte.n.01
6663,paté.n.01,pasta.n.05
6664,Chamaeleo_chamaeleon.n.01,chamaeleonidae.n.03
6665,camaleón_africano.n.01,chamaeleonidae.n.03
6666,decreto_imperial.n.01,auto.n.01
6667,decreto_imperial.n.01,decreto.n.01
6668,decreto_imperial.n.01,edicto.n.01
6669,decreto_imperial.n.01,sentencia.n.01
6670,fallo.n.02,fallo.n.03
6671,fallo.n.02,sentencia.n.03
6672,ruido.n.01,sonido.n.01
6673,aguas_termales.n.01,fuente.n.03
6674,oferente.n.01,ayudante.n.01
6675,oferente.n.01,benefactor.n.01
6676,oferente.n.01,bienhechor.n.01
6677,ofertante.n.01,ayudante.n.01
6678,ofertante.n.01,benefactor.n.01
6679,ofertante.n.01,bienhechor.n.01
6680,desgracia.n.01,revés.n.03
6681,mala_pata.n.01,revés.n.03
6682,mala_suerte.n.01,revés.n.03
6683,polinia.n.01,agua.n.01
6684,polinia.n.01,masa_de_agua.n.01
6685,licor.n.01,alcohol.n.01
6686,perciforme.n.01,acantopterigio.n.01
6687,percóideo.n.01,acantopterigio.n.01
6688,pez_percóideo.n.01,acantopterigio.n.01
6689,Pyralidae.n.01,artrópodos.n.01
6690,Pyralididae.n.01,artrópodos.n.01
6691,familia_Pyralidae.n.01,artrópodos.n.01
6692,familia_Pyralididae.n.01,artrópodos.n.01
6693,inestabilidad.n.02,irregularidad.n.02
6694,inseguridad.n.02,irregularidad.n.02
6695,refugio_antiatómico.n.01,abrigo.n.01
6696,refugio_antiatómico.n.01,refugio.n.01
6697,déficit_comercial.n.01,déficit.n.04
6698,equivocación.n.01,interpretación.n.03
6699,error_de_interpretación.n.01,interpretación.n.03
6700,mal_entendido.n.01,interpretación.n.03
6701,saboga.n.01,pescado.n.02
6702,antonomasia.n.01,figura_retórica.n.01
6703,columna.n.02,apoyo.n.10
6704,columna.n.02,soporte.n.10
6705,premio.n.02,distinción.n.02
6706,premio.n.02,espaldarazo.n.02
6707,premio.n.02,honor.n.02
6708,premio.n.02,honores.n.02
6709,premio.n.02,laurel.n.02
6710,premio.n.02,laureles.n.02
6711,premio.n.02,premio.n.02
6712,trofeo.n.02,distinción.n.02
6713,trofeo.n.02,espaldarazo.n.02
6714,trofeo.n.02,honor.n.02
6715,trofeo.n.02,honores.n.02
6716,trofeo.n.02,laurel.n.02
6717,trofeo.n.02,laureles.n.02
6718,trofeo.n.02,premio.n.02
6719,gul.n.02,ladrón.n.01
6720,iguánido.n.01,lacertilia.n.01
6721,iguánido.n.01,lagartija.n.01
6722,iguánido.n.01,lagarto.n.01
6723,sangre_azul.n.02,nobleza.n.03
6724,degradación.n.01,humillación.n.01
6725,espíritu_de_amoníaco.n.01,disolución.n.01
6726,espíritu_de_amoníaco.n.01,solución.n.01
6727,sales_de_olor.n.01,disolución.n.01
6728,sales_de_olor.n.01,solución.n.01
6729,bicho_raro.n.01,antipático.n.01
6730,bicho_raro.n.01,desagradable.n.01
6731,espectro.n.01,antipático.n.01
6732,espectro.n.01,desagradable.n.01
6733,estrafalario.n.01,antipático.n.01
6734,estrafalario.n.01,desagradable.n.01
6735,rarito.n.01,antipático.n.01
6736,rarito.n.01,desagradable.n.01
6737,tipo_raro.n.01,antipático.n.01
6738,tipo_raro.n.01,desagradable.n.01
6739,glositis.n.01,inflamación.n.01
6740,encefalina.n.01,endorphin.n.01
6741,mucho_pedir.n.01,proyecto.n.01
6742,mucho_pedir.n.01,tarea.n.01
6743,champán.n.01,burbujeante.n.01
6744,champán.n.01,espumante.n.01
6745,champán.n.01,vino_espumoso.n.01
6746,calma.n.01,carácter.n.01
6747,calma.n.01,disposición.n.01
6748,calma.n.01,talante.n.01
6749,calma.n.01,temperamento.n.01
6750,serenidad.n.01,carácter.n.01
6751,serenidad.n.01,disposición.n.01
6752,serenidad.n.01,talante.n.01
6753,serenidad.n.01,temperamento.n.01
6754,tranquilidad.n.01,carácter.n.01
6755,tranquilidad.n.01,disposición.n.01
6756,tranquilidad.n.01,talante.n.01
6757,tranquilidad.n.01,temperamento.n.01
6758,Mustelidae.n.01,mamíferos.n.01
6759,familia_Mustelidae.n.01,mamíferos.n.01
6760,volumen.n.05,cantidad.n.02
6761,volumen.n.05,cuantía.n.02
6762,volumen.n.05,medida.n.02
6763,mercado.n.02,clase.n.03
6764,certeza.n.02,calidad.n.01
6765,certeza.n.02,cualidad.n.01
6766,occidentalización.n.01,asimilación.n.02
6767,Proteidae.n.01,anfibios.n.01
6768,Proteidae.n.01,género_anfibio.n.01
6769,familia_Proteidae.n.01,anfibios.n.01
6770,familia_Proteidae.n.01,género_anfibio.n.01
6771,eje.n.01,línea.n.11
6772,eje.n.01,trazo.n.11
6773,Hemigrammus.n.01,peces.n.01
6774,género_Hemigrammus.n.01,peces.n.01
6775,Alces.n.01,mamíferos.n.01
6776,género_Alces.n.01,mamíferos.n.01
6777,Familia_miricáceas.n.01,dicotiledóneas.n.01
6778,miricáceas.n.01,dicotiledóneas.n.01
6779,myricaceae.n.01,dicotiledóneas.n.01
6780,azida.n.01,compuesto.n.02
6781,azida.n.01,compuesto_químico.n.02
6782,tranquilidad.n.01,orden.n.03
6783,doctor.n.01,teólogo.n.01
6784,pertenencia.n.01,posesión.n.02
6785,propiedad.n.01,posesión.n.02
6786,unidad_monetaria_argelina.n.01,unidad_monetaria.n.01
6787,práctica.n.04,empleo.n.01
6788,práctica.n.04,uso.n.01
6789,práctica.n.04,utilización.n.01
6790,cerco.n.01,bloqueo.n.01
6791,vuelta.n.08,rotación.n.01
6792,Teiidae.n.01,reptiles.n.01
6793,familia_Teiidae.n.01,reptiles.n.01
6794,economía_doméstica.n.01,dirección.n.01
6795,economía_doméstica.n.01,gerente.n.01
6796,oro_blanco.n.01,aleación.n.01
6797,presente.n.03,tiempo.n.01
6798,lechuga_china.n.01,lactuca_sativa.n.02
6799,Toxotidae.n.01,peces.n.01
6800,familia_Toxotidae.n.01,peces.n.01
6801,supervivencia.n.03,continuación.n.01
6802,ritual.n.03,costumbre.n.02
6803,ritual.n.03,hábito.n.02
6804,ritual.n.03,rutina.n.02
6805,fogón_de_alcohol.n.01,cocina.n.01
6806,aortitis.n.01,inflamación.n.01
6807,suspensión.n.01,conclusión.n.05
6808,suspensión.n.01,finalización.n.05
6809,suspensión.n.01,terminación.n.05
6810,casco.n.02,sombrero.n.01
6811,componente.n.01,división.n.09
6812,componente.n.01,parte.n.09
6813,componente.n.01,sección.n.09
6814,constituyente.n.01,división.n.09
6815,constituyente.n.01,parte.n.09
6816,constituyente.n.01,sección.n.09
6817,elemento.n.01,división.n.09
6818,elemento.n.01,parte.n.09
6819,elemento.n.01,sección.n.09
6820,factor.n.01,división.n.09
6821,factor.n.01,parte.n.09
6822,factor.n.01,sección.n.09
6823,ingrediente.n.01,división.n.09
6824,ingrediente.n.01,parte.n.09
6825,ingrediente.n.01,sección.n.09
6826,libertad_de_reunión.n.01,derechos_civiles.n.01
6827,fotógrafo.n.01,artista.n.01
6828,retratista.n.01,artista.n.01
6829,conductor.n.04,aparato.n.01
6830,conductor.n.04,dispositivo.n.01
6831,conductor.n.04,mecanismo.n.01
6832,retrónimo.n.01,palabra.n.01
6833,helianthus.n.01,flor.n.01
6834,helianthus_annuus.n.01,flor.n.01
6835,pistola_del_22.n.01,22.n.02
6836,pistola_del_22.n.01,veintidós.n.02
6837,cucha.n.01,dependencia.n.01
6838,cucha.n.01,abrigo.n.02
6839,cucha.n.01,amparo.n.02
6840,cucha.n.01,asilo.n.02
6841,cucha.n.01,cobijo.n.02
6842,cucha.n.01,protección.n.02
6843,cucha.n.01,refugio.n.02
6844,cucha.n.01,resguardo.n.02
6845,freesia.n.01,planta_iridácea.n.01
6846,moderación.n.01,control.n.02
6847,moderación.n.01,moderación.n.02
6848,templanza.n.01,control.n.02
6849,templanza.n.01,moderación.n.02
6850,horror.n.01,asco.n.01
6851,eolito.n.01,herramienta.n.01
6852,eolito.n.01,instrumento.n.01
6853,eolito.n.01,utensilio.n.01
6854,inmovilidad.n.02,calidad.n.01
6855,inmovilidad.n.02,cualidad.n.01
6856,Dasyproctidae.n.01,mamíferos.n.01
6857,familia_Dasyproctidae.n.01,mamíferos.n.01
6858,emisora.n.01,estudio.n.01
6859,estación_emisora.n.01,estudio.n.01
6860,abdomen.n.03,madre.n.01
6861,abdomen.n.03,matriz.n.01
6862,abdomen.n.03,seno.n.01
6863,vientre.n.03,madre.n.01
6864,vientre.n.03,matriz.n.01
6865,vientre.n.03,seno.n.01
6866,oxidoreductor.n.01,enzima.n.01
6867,oxidorreductasa.n.01,enzima.n.01
6868,rata.n.01,rodentia.n.01
6869,rata.n.01,roedor.n.01
6870,rattus.n.01,rodentia.n.01
6871,rattus.n.01,roedor.n.01
6872,género_eriogonum.n.01,dicotiledóneas.n.01
6873,madera_de_sabicú.n.01,madera.n.01
6874,sabicú.n.01,madera.n.01
6875,Anodonta.n.01,moluscos.n.01
6876,género_Anodonta.n.01,moluscos.n.01
6877,distrito_administrativo.n.01,distrito.n.01
6878,distrito_administrativo.n.01,dominio_británico.n.01
6879,división_administrativa.n.01,distrito.n.01
6880,división_administrativa.n.01,dominio_británico.n.01
6881,división_territorial.n.01,distrito.n.01
6882,división_territorial.n.01,dominio_británico.n.01
6883,electricidad.n.03,agitación.n.02
6884,electricidad.n.03,conmoción.n.02
6885,poesía.n.01,género.n.01
6886,verso.n.01,género.n.01
6887,aficionado.n.01,admirador.n.03
6888,aficionado.n.01,adorador.n.03
6889,sonrisa.n.01,expresión_facial.n.01
6890,sonrisa.n.01,gesticulación.n.01
6891,sonrisa.n.01,gesto_facial.n.01
6892,frase.n.05,texto.n.01
6893,línea.n.05,texto.n.01
6894,circuito_de_carreras.n.02,circuito.n.01
6895,circuito_de_carreras.n.02,pista.n.01
6896,cuerpo.n.01,unidad.n.01
6897,cuerpo.n.01,unidad_militar.n.01
6898,golpeador.n.02,hombre_de_accion.n.03
6899,Charles_Hard_Townes.n.01,físico.n.01
6900,Charles_Townes.n.01,físico.n.01
6901,comunización.n.01,cambio.n.03
6902,thecodontia.n.01,archosauria.n.01
6903,belicismo.n.04,crimen.n.01
6904,belicismo.n.04,delito.n.01
6905,puntuación_del_boliche.n.01,marcador.n.03
6906,puntuación_del_boliche.n.01,puntuación.n.03
6907,puntuación_del_boliche.n.01,resultado.n.03
6908,resultado_del_boliche.n.01,marcador.n.03
6909,resultado_del_boliche.n.01,puntuación.n.03
6910,resultado_del_boliche.n.01,resultado.n.03
6911,Raphicerus.n.01,mamíferos.n.01
6912,género_Raphicerus.n.01,mamíferos.n.01
6913,Canis.n.01,mamíferos.n.01
6914,género_Canis.n.01,mamíferos.n.01
6915,pasaje.n.01,cambio_de_estado.n.01
6916,paso.n.01,cambio_de_estado.n.01
6917,transición.n.01,cambio_de_estado.n.01
6918,versión.n.01,interpretación.n.03
6919,artiodáctilo.n.01,ungulata.n.01
6920,baldosado.n.01,acumulación.n.01
6921,baldosado.n.01,colección.n.01
6922,baldosado.n.01,conjunto.n.01
6923,baldosado.n.01,cúmulo.n.01
6924,baldosado.n.01,hatajo.n.01
6925,baldosado.n.01,hato.n.01
6926,gabarra.n.01,barco.n.01
6927,gabarra.n.01,bote.n.01
6928,gabarra.n.01,embarcación.n.01
6929,gajo.n.13,gajo.n.02
6930,gajo.n.13,segmento.n.02
6931,canción.n.02,ruido.n.04
6932,canción.n.02,sonido.n.04
6933,canto.n.02,ruido.n.04
6934,canto.n.02,sonido.n.04
6935,melodía.n.02,ruido.n.04
6936,melodía.n.02,sonido.n.04
6937,tonada.n.02,ruido.n.04
6938,tonada.n.02,sonido.n.04
6939,grasa.n.01,adiposidad.n.01
6940,grasa.n.01,corpulencia.n.01
6941,grasa.n.01,gordura.n.01
6942,grasa.n.01,grasa.n.01
6943,anotación.n.07,comentario.n.02
6944,comentario.n.07,comentario.n.02
6945,letra_chica.n.07,comentario.n.02
6946,letra_pequeña.n.07,comentario.n.02
6947,nota.n.07,comentario.n.02
6948,notación.n.07,comentario.n.02
6949,maestra.n.01,artista.n.01
6950,maestro.n.01,artista.n.01
6951,absentismo.n.01,inasistencia.n.01
6952,ausentismo.n.01,inasistencia.n.01
6953,ausentismo_escolar.n.01,inasistencia.n.01
6954,cimarra.n.01,inasistencia.n.01
6955,inasistencia_escolar.n.01,inasistencia.n.01
6956,rabona.n.01,inasistencia.n.01
6957,reserva.n.01,bienes.n.01
6958,solidago.n.01,flor_silvestre.n.01
6959,acuñación.n.01,divisa.n.01
6960,acuñación.n.01,moneda.n.01
6961,efectivo.n.01,divisa.n.01
6962,efectivo.n.01,moneda.n.01
6963,metálico.n.01,divisa.n.01
6964,metálico.n.01,moneda.n.01
6965,mielofibrosis.n.01,fibrosis.n.01
6966,cláusula.n.01,construcción.n.02
6967,proposición.n.01,construcción.n.02
6968,burla.n.02,mimetismo.n.01
6969,imitación.n.02,mimetismo.n.01
6970,parodia.n.02,mimetismo.n.01
6971,nube_de_polvo.n.01,nube.n.01
6972,Gasterophilidae.n.01,artrópodos.n.01
6973,familia_Gasterophilidae.n.01,artrópodos.n.01
6974,descendencia.n.01,pariente.n.01
6975,vástago.n.01,pariente.n.01
6976,alejamiento.n.04,indiferencia.n.01
6977,distancia.n.04,indiferencia.n.01
6978,diol.n.01,alcohol.n.02
6979,Argentina.n.02,peces.n.01
6980,argentina.n.02,peces.n.01
6981,género_Argentina.n.02,peces.n.01
6982,corditis.n.02,inflamación.n.01
6983,extra.n.02,edición.n.03
6984,atacante.n.02,boxeador.n.01
6985,atacante.n.02,pugilista.n.01
6986,atacante.n.02,púgil.n.01
6987,grupo_alquilo.n.01,radical.n.02
6988,bardo.n.01,poeta.n.01
6989,poeta.n.01,poeta.n.01
6990,trovador.n.01,poeta.n.01
6991,vate.n.01,poeta.n.01
6992,trato.n.01,manejo.n.02
6993,trato.n.01,tratamiento.n.02
6994,trato.n.01,trato.n.02
6995,Uca.n.01,artrópodos.n.01
6996,género_Uca.n.01,artrópodos.n.01
6997,carapidae.n.01,perciforme.n.01
6998,carapidae.n.01,percóideo.n.01
6999,carapidae.n.01,pez_percóideo.n.01
7000,motor.n.01,máquina.n.01
7001,altercado.n.01,discusión.n.01
7002,choque.n.01,discusión.n.01
7003,discusión.n.01,discusión.n.01
7004,encontrón.n.01,discusión.n.01
7005,palabras.n.01,discusión.n.01
7006,pelea.n.01,discusión.n.01
7007,pelotera.n.01,discusión.n.01
7008,pleito.n.01,discusión.n.01
7009,riña.n.01,discusión.n.01
7010,roce.n.01,discusión.n.01
7011,giro.n.02,rotación.n.01
7012,Hydrobatidae.n.01,aves.n.01
